Timestamp,Station,Industry_Type,pH,Turbidity,Dissolved_Oxygen,Water_Temperature,Conductivity,Nitrate,Pollution_Flag
2023-01-01 00:00:00,STATION-02,food_processing,6.5920031787519004,7.821694149173641,7.524482405673082,13.30471707975443,84.8910246568841,6.125676793709686,0
2023-01-01 01:00:00,STATION-05,chemical,5.496639768499143,12.638193924588485,7.8888959677144745,16.68375740765642,303.3015348780608,13.72043410863963,0
2023-01-01 02:00:00,STATION-04,chemical,5.328141507423353,7.123352197513004,7.939225150653637,17.467509342252047,297.50370445068734,15.553126176123747,0
2023-01-01 03:00:00,STATION-02,chemical,4.4999504391779785,19.1182588962875,6.855703662867727,16.31907045559606,520.3777361543104,35.26593841167728,1
2023-01-01 04:00:00,STATION-09,food_processing,6.923195884515099,4.658157627035375,8.079921761518737,12.186227271752122,108.77593921543803,6.693458439081337,0
2023-01-01 05:00:00,STATION-10,chemical,5.608630853661039,10.696483969200159,7.558342904570364,17.743254171203443,310.93442983645065,14.001735439066959,0
2023-01-01 06:00:00,STATION-01,textile,7.635782712614379,20.86735819606995,7.31564411291927,23.223595548774682,427.1422090072167,10.101368604233338,0
2023-01-01 07:00:00,STATION-02,chemical,5.372224430351332,14.484823933703188,7.067084442153378,16.529627345707205,348.41391772957405,14.587286623159974,0
2023-01-01 08:00:00,STATION-04,chemical,5.532550613021001,12.133679739378564,7.896673617599963,16.665114970014226,282.56374638757813,15.879333497038917,0
2023-01-01 09:00:00,STATION-10,food_processing,6.761739135023677,1.6001383579895583,8.040273856999194,13.857975881257154,174.8580372026882,3.0864705149931173,0
2023-01-01 10:00:00,STATION-09,chemical,3.696312934014591,25.734958598242258,5.815268913667794,17.690485354067768,466.5486937633763,24.640486102105125,1
2023-01-01 11:00:00,STATION-09,chemical,5.596149331781182,11.996155326918359,7.4507572577452885,17.012494118727687,278.8350843977923,15.669796764044916,0
2023-01-01 12:00:00,STATION-04,textile,7.210577505515382,17.008259517195555,7.199887113361719,21.31266556604197,454.726047231997,8.015950581468397,0
2023-01-01 13:00:00,STATION-10,textile,7.428747205787714,17.19914695997037,6.897281221066185,24.299228297786065,452.49889725447093,11.10627335270063,0
2023-01-01 14:00:00,STATION-01,textile,7.15453591536153,20.713206806996833,6.702925022151603,23.840308137457395,427.69710728057726,10.651635465318787,0
2023-01-01 15:00:00,STATION-07,chemical,5.546535242270941,14.805336673962746,7.380322186263488,16.470507290936197,248.82512536890675,15.032778218285165,0
2023-01-01 16:00:00,STATION-05,textile,7.771837515048087,21.07061317744853,7.731651445609781,23.219996683971765,440.56184728385745,11.252666868871868,0
2023-01-01 17:00:00,STATION-04,chemical,5.4220380393688465,11.905452840443212,7.388888651450613,16.073424058594476,226.45968527486713,12.934970778665537,0
2023-01-01 18:00:00,STATION-02,textile,7.667625313578876,28.741587398021988,7.207204716637998,23.313513847450196,450.5230939984068,12.99509633753768,0
2023-01-01 19:00:00,STATION-07,chemical,5.337411780937935,8.163709602820576,7.429604556791808,17.267711462343836,353.29901153938215,14.376964109730473,0
2023-01-01 20:00:00,STATION-06,chemical,5.292869249434838,8.541076272780007,7.47310872459084,16.84136516296131,388.39649567899414,12.487975582943465,0
2023-01-01 21:00:00,STATION-10,textile,7.400140880292169,17.104649713302884,6.637386967732123,23.98273951102306,606.4234866217582,8.222584350374463,0
2023-01-01 22:00:00,STATION-01,textile,7.319414564382595,21.15485289831759,6.921681051170955,23.838489203736344,497.9618736932283,11.397359519311365,0
2023-01-01 23:00:00,STATION-08,food_processing,6.709003303931844,1.166187277041142,8.58629395886106,13.44607220148208,228.95456282052174,3.161591354349128,0
2023-01-02 00:00:00,STATION-02,food_processing,7.745607828777002,13.716344142710476,6.300574592095069,12.881361673890117,289.5923441908139,12.812906359641815,1
2023-01-02 01:00:00,STATION-02,textile,7.46409615734348,24.384332876726607,6.446477158978256,24.7236657207833,455.2636490522087,9.42521901829602,0
2023-01-02 02:00:00,STATION-05,food_processing,6.798975626655985,6.0127236463968,9.203740930656858,12.60539487714041,154.52924534508728,4.754835652213231,0
2023-01-02 03:00:00,STATION-10,food_processing,6.7902563196139765,1.3435608187291157,8.060923816535624,10.949827898968977,133.2938279649594,3.735154594560693,0
2023-01-02 04:00:00,STATION-10,textile,7.5061262985188835,19.016980716914116,7.501378912652302,21.673607282260434,526.9057718501963,9.273745849999631,0
2023-01-02 05:00:00,STATION-02,chemical,5.069623027204553,21.618586388603827,7.047635444587299,16.8454943207501,497.4414503005697,40.41605586007603,1
2023-01-02 06:00:00,STATION-04,chemical,5.3818585972073025,13.6175608626647,7.135458081128196,15.536557998162998,267.29267799661017,15.473407505385511,0
2023-01-02 07:00:00,STATION-02,textile,7.287517117628087,17.369417665497235,6.952868722873721,22.837334079455093,412.1135804321684,9.20584085895089,0
2023-01-02 08:00:00,STATION-02,chemical,5.242515483745194,15.510740584963942,8.952533584620204,19.1292471120283,241.4216685587329,13.35482163231804,0
2023-01-02 09:00:00,STATION-05,textile,7.8457395288811185,19.26416646217367,7.388668788030872,23.34155555094051,521.7383037233309,8.519714382357645,0
2023-01-02 10:00:00,STATION-06,textile,7.225020838326004,19.200837529973136,7.116084944813128,22.866177035483958,472.2336390590492,9.642739384038002,0
2023-01-02 11:00:00,STATION-06,chemical,4.38448014008118,16.24767938533009,6.19963076520553,18.012715817819828,441.9734953798091,28.07036613028883,1
2023-01-02 12:00:00,STATION-04,textile,7.277517705603317,20.788247675441415,7.240071701695806,22.236942790305232,412.7707006512904,11.786714429633298,0
2023-01-02 13:00:00,STATION-05,food_processing,6.577913863117105,5.791151613069559,8.526233399178121,13.454420338214362,135.39144070982226,4.292712788825076,0
2023-01-02 14:00:00,STATION-02,food_processing,6.830512502420493,0.0,8.381574867745158,12.748022621793115,158.82562106862235,7.207237959489736,0
2023-01-02 15:00:00,STATION-03,food_processing,6.448655643504283,10.182050642492555,7.733069297541931,12.62808541867871,193.1914006849094,5.491993225571164,0
2023-01-02 16:00:00,STATION-04,food_processing,6.58942029785921,8.900133784096877,8.791327620993853,12.938675654171153,236.61558027049722,4.498315741466185,0
2023-01-02 17:00:00,STATION-08,chemical,5.848786905233559,12.483964530391177,7.351714523232646,17.439086678929577,303.32729079296024,15.658489738107448,0
2023-01-02 18:00:00,STATION-05,textile,7.264339275377027,19.428046827484522,7.585623546733659,23.989583934594854,537.543449436563,11.173525513626492,0
2023-01-02 19:00:00,STATION-09,food_processing,6.485591948869351,1.4839784222155523,8.240860078816862,13.730774691138645,225.5614216638361,4.899570240652698,0
2023-01-02 20:00:00,STATION-06,chemical,5.29725652671192,6.350319551856616,7.164429861301709,16.301069571421255,315.6004735775622,15.04917313931439,0
2023-01-02 21:00:00,STATION-04,chemical,5.0417420982803804,10.216100719697733,7.7069451426863465,17.60876147222444,380.8104840825604,15.45655009354539,0
2023-01-02 22:00:00,STATION-06,chemical,5.618181264558671,14.427847144160527,7.684178306350329,16.408896574808896,342.3291992921702,12.627608400819087,0
2023-01-02 23:00:00,STATION-05,textile,7.713694311197807,20.703202678096087,7.135171619640863,23.813763689966212,456.83273676303094,10.349317030205752,0
2023-01-03 00:00:00,STATION-04,chemical,5.576678772870699,6.824391754064772,7.437495484840211,16.84747746754764,374.07277738294863,16.49973637036544,0
2023-01-03 01:00:00,STATION-06,food_processing,6.840461238366238,5.034278166681978,9.164480295218494,12.17774998270968,192.83969912832634,6.26657778572798,0
2023-01-03 02:00:00,STATION-08,chemical,5.801075282699504,6.600241155885953,6.765078152535528,17.554116501324092,470.5642397042962,37.803462970852486,1
2023-01-03 03:00:00,STATION-08,textile,7.604837568562554,15.7617023483229,5.844948281683678,23.439636606016993,502.7176792695191,10.414411268992831,0
2023-01-03 04:00:00,STATION-05,chemical,5.640390725244254,12.280399256127561,7.6146056870575345,17.45938577171661,326.50323528007334,15.207362148088023,0
2023-01-03 05:00:00,STATION-04,chemical,3.925323720583228,19.9461161628291,5.761544551183572,16.82038858616854,591.8996041857092,37.1312288151729,1
2023-01-03 06:00:00,STATION-09,food_processing,5.876302378534147,10.65781567394405,8.109503817845969,12.321735559844823,403.99180712959503,7.601616672917162,1
2023-01-03 07:00:00,STATION-05,food_processing,6.681119929560253,2.335598438799043,8.320991655962786,12.162601776172538,190.1792509689301,2.7791952311524755,0
2023-01-03 08:00:00,STATION-10,food_processing,6.878565493651983,6.424091265389606,8.434456674656136,11.61781848462296,58.45470870762348,3.4391840912636984,0
2023-01-03 09:00:00,STATION-10,textile,7.393219952325289,18.037150169937334,7.213945220347458,22.39499928719127,490.5377829531797,8.395371383065465,0
2023-01-03 10:00:00,STATION-06,textile,7.764132331105634,15.569426549462804,7.533611208285992,23.361921853928845,483.42559139513725,9.48582077370343,0
2023-01-03 11:00:00,STATION-03,chemical,5.473772493959331,15.853037680378899,8.538490264526876,17.38337711318247,303.46905675663896,15.523163841069442,0
2023-01-03 12:00:00,STATION-08,food_processing,6.63086779344653,4.9224114561384305,8.656954105728778,14.076240157466385,108.33155970252972,5.4996055589273825,0
2023-01-03 13:00:00,STATION-01,chemical,5.276523177402078,9.120425240053715,8.468615581214758,14.927016564008708,355.2996684953649,14.311987072591,0
2023-01-03 14:00:00,STATION-03,chemical,5.418584352729935,10.555976948246146,7.809585558487696,17.347708452450956,283.03707580579925,14.573454242939857,0
2023-01-03 15:00:00,STATION-03,food_processing,6.801267812472454,5.669239227875825,9.216607253303087,11.858061773857596,154.5760089086604,8.896510589893747,0
2023-01-03 16:00:00,STATION-07,food_processing,6.765918483767159,6.29090407687266,8.074231405407115,12.943216805607308,183.27926181567145,3.8307764049118704,0
2023-01-03 17:00:00,STATION-02,food_processing,7.920574581563332,7.116078900383902,6.790360650759908,13.36653140723723,107.55483455472158,14.847229180148291,1
2023-01-03 18:00:00,STATION-07,textile,6.907094232431669,27.261245036742206,7.217442135731824,21.4974965439591,472.02138569752555,9.184756738101049,0
2023-01-03 19:00:00,STATION-08,food_processing,6.7405353274604725,4.741698044536855,8.895403060845041,11.439041647005556,167.23226131180263,5.149216209523607,0
2023-01-03 20:00:00,STATION-05,food_processing,6.97956308168211,2.0895514410457623,8.05615217214272,12.311627717769241,216.78921681601165,7.443405421435987,0
2023-01-03 21:00:00,STATION-01,food_processing,6.711492857621563,5.394457450416357,8.629114411661348,14.403821392066558,228.2359010834952,7.182568364406067,0
2023-01-03 22:00:00,STATION-02,food_processing,6.710287158394329,0.3027227834584565,8.81873545132556,12.058877904075041,123.06143411911285,5.678500925964708,0
2023-01-03 23:00:00,STATION-09,food_processing,6.642686844979166,2.521311600908142,8.62383295055447,10.605739695099528,141.03866872751226,2.470297773148847,0
2023-01-04 00:00:00,STATION-06,textile,7.540677648123989,22.120548922697154,7.331332985192742,22.84081512861994,519.251896882805,8.487195937085339,0
2023-01-04 01:00:00,STATION-05,chemical,5.9070146605462135,9.07875034499627,7.123236209821311,17.29641800080866,248.38686647110816,14.869358743421236,0
2023-01-04 02:00:00,STATION-03,textile,7.485863923669585,20.153426175656485,6.617232361285144,22.111202686769083,545.0092282009982,10.501442692746572,0
2023-01-04 03:00:00,STATION-01,textile,7.3694167710670575,20.563920762458313,6.275936370292476,22.840351692577983,496.60098720077974,10.8226418812447,0
2023-01-04 04:00:00,STATION-05,food_processing,6.8379686785674885,9.008558300036512,9.123974992529716,12.100305213512247,137.37413328485175,2.8177662721133165,0
